66-я (1994)`• Холли Хантер`«Пианино»`                Ада Макграт` 
66-я (1994)`• Анджела Бассетт`«На что способна любовь»`                Анна Мэй Буллок / Тина Тёрнер` 
66-я (1994)`• Стокард Чэннинг`«Шесть степеней отчуждения»`                Уиза Киттридж` 
66-я (1994)`• Эмма Томпсон`«Остаток дня»`                мисс Кентон` 
66-я (1994)`• Дебра Уингер`«Страна теней»`                Джой Грешем` 
67-я (1995)`• Джессика Лэнг`«Голубое небо»`                Карли Маршалл` 
67-я (1995)`• Джоди Фостер`«Нелл»`                Нелл Келлти` 
67-я (1995)`• Миранда Ричардсон`«Том и Вив»`                Вивьенн Хей-Вуд` 
67-я (1995)`• Вайнона Райдер`«Маленькие женщины»`                Джо Марч` 
67-я (1995)`• Сьюзан Сарандон`«Клиент»`                Реджи Лав` 
68-я (1996)`• Сьюзан Сарандон`«Мертвец идёт»`                сестра Хелен Преджан` 
68-я (1996)`• Элизабет Шу`«Покидая Лас-Вегас»`                Сэра` 
68-я (1996)`• Шэрон Стоун`«Казино»`                Джинджер Маккенна` 
68-я (1996)`• Мерил Стрип`«Мосты округа Мэдисон»`                Франческа Джонсон` 
68-я (1996)`• Эмма Томпсон`«Разум и чувства»`                Элинор Дэшвуд` 
69-я (1997)`• Фрэнсис Макдорманд`«Фарго»`                Мардж Гандерсон` 
69-я (1997)`• Бренда Блетин`«Тайны и ложь»`                Синтия Роуз Пёрли` 
69-я (1997)`• Дайан Китон`«Комната Марвина»`                Бесси` 
69-я (1997)`• Кристин Скотт Томас`«Английский пациент»`                Кэтрин Клифтон` 
69-я (1997)`• Эмили Уотсон`«Рассекая волны»`                Бесс Макнилл` 
70-я (1998)`• Хелен Хант`«Лучше не бывает»`                Кэрол Коннелли` 
70-я (1998)`• Хелена Бонэм Картер`«Крылья голубки»`                Кейт Крой` 
70-я (1998)`• Джули Кристи`«На закате»`                Филлис Манн` 
70-я (1998)`• Джуди Денч`«Миссис Браун»`                королева Великобритании Виктория` 
70-я (1998)`• Кейт Уинслет`«Титаник»`                Роза Дьюитт Бьюкейтер` 
71-я (1999)`• Гвинет Пэлтроу`«Влюблённый Шекспир»`                Виола де Лессепс` 
71-я (1999)`• Кейт Бланшетт`«Елизавета»`                королева Англии Елизавета I` 
71-я (1999)`• Фернанда Монтенегру`«Центральный вокзал»`                Дора` 
71-я (1999)`• Мерил Стрип`«Истинные ценности»`                Кейт Галден` 
71-я (1999)`• Эмили Уотсон`«Хилари и Джеки»`                Жаклин дю Пре` 
72-я (2000)`• Хилари Суонк`«Парни не плачут»`                Тина Брэндон / Брэндон Тина` 
72-я (2000)`• Аннетт Бенинг`«Красота по-американски»`                Кэролайн Бёрнэм` 
72-я (2000)`• Джанет Мактир`«Перекати-поле»`                Мэри Джо Уокер` 
72-я (2000)`• Джулианна Мур`«Конец романа»`                Сара Майлз` 
72-я (2000)`• Мерил Стрип`«Музыка сердца»`                Роберта Гуаспари` 
73-я (2001)`• Джулия Робертс`«Эрин Брокович»`                Эрин Брокович` 
73-я (2001)`• Джоан Аллен`«Претендент»`                сенатор Лэйн Хенсон` 
73-я (2001)`• Жюльет Бинош`«Шоколад»`                Виенн Роше` 
73-я (2001)`• Эллен Бёрстин`«Реквием по мечте»`                Сара Голдфарб` 
73-я (2001)`• Лора Линни`«Можешь рассчитывать на меня»`                Саманта «Сэмми» Прескотт` 
74-я (2002)`• Хэлли Берри`«Бал монстров»`                Летиция Масгроув` 
74-я (2002)`• Джуди Денч`«Айрис»`                Айрис Мёрдок (в старости)` 
74-я (2002)`• Николь Кидман`«Мулен Руж!»`                Сатин` 
74-я (2002)`• Сисси Спейсек`«В спальне»`                Рут Фаулер` 
74-я (2002)`• Рене Зеллвегер`«Дневник Бриджит Джонс»`                Бриджит Джонс` 
75-я (2003)`• Николь Кидман`«Часы»`                Вирджиния Вулф` 
75-я (2003)`• Сальма Хайек`«Фрида»`                Фрида Кало` 
75-я (2003)`• Дайан Лейн`«Неверная»`                Конни Самнер` 
75-я (2003)`• Джулианна Мур`«Вдали от рая»`                Кэти Уайтекер` 
75-я (2003)`• Рене Зеллвегер`«Чикаго»`                Рокси Харт` 
76-я (2004)`• Шарлиз Терон`«Монстр»`                Эйлин Уорнос` 
76-я (2004)`• Кейша Касл-Хьюз`«Оседлавший кита»`                Пайкеа` 
76-я (2004)`• Дайан Китон`«Любовь по правилам и без»`                Эрика Барри` 
76-я (2004)`• Саманта Мортон`«В Америке»`                Сара Салливан` 
76-я (2004)`• Наоми Уоттс`«21 грамм»`                Кристина Пек` 
77-я (2005)`• Хилари Суонк`«Малышка на миллион»`                Мэгги Фицджеральд` 
77-я (2005)`• Аннетт Бенинг`«Театр»`                Джулия Ламберт` 
77-я (2005)`• Каталина Сандино Морено`«Мария, благодати полная»`                Мария Альварес` 
77-я (2005)`• Имельда Стонтон`«Вера Дрейк»`                Вера Дрейк` 
77-я (2005)`• Кейт Уинслет`«Вечное сияние чистого разума»`                Клементина Кручински` 
78-я (2006)`• Риз Уизерспун`«Переступить черту»`                Джун Картер` 
78-я (2006)`• Джуди Денч`«Миссис Хендерсон представляет»`                миссис Лора Хендерсон` 
78-я (2006)`• Фелисити Хаффман`«Трансамерика»`                Сабрина «Бри» Осборн` 
78-я (2006)`• Кира Найтли`«Гордость и предубеждение»`                Элизабет Беннет` 
78-я (2006)`• Шарлиз Терон`«Северная страна»`                Джози Эймс` 
79-я (2007)`• Хелен Миррен`«Королева»`                королева Великобритании Елизавета II` 
79-я (2007)`• Пенелопа Крус`«Возвращение»`                Раймунда` 
79-я (2007)`• Джуди Денч`«Скандальный дневник»`                Барбара Коветт` 
79-я (2007)`• Мерил Стрип`«Дьявол носит Prada»`                Миранда Пристли` 
79-я (2007)`• Кейт Уинслет`«Как малые дети»`                Сара Пирс` 
80-я (2008)`• Марион Котийяр`«Жизнь в розовом цвете»`                Эдит Пиаф` 
80-я (2008)`• Кейт Бланшетт`«Золотой век»`                королева Англии Елизавета I` 
80-я (2008)`• Джули Кристи`«Вдали от неё»`                Фиона Андерсон` 
80-я (2008)`• Лора Линни`«Дикари»`                Уэнди Сэвидж` 
80-я (2008)`• Эллен Пейдж`«Джуно»`                Джуно Макгафф` 
81-я (2009)`• Кейт Уинслет`«Чтец»`                Ханна Шмиц` 
81-я (2009)`• Энн Хэтэуэй`«Рэйчел выходит замуж»`                Ким` 
81-я (2009)`• Анджелина Джоли`«Подмена»`                Кристин Коллинз` 
81-я (2009)`• Мелисса Лео`«Замёрзшая река»`                Рэй Эдди` 
81-я (2009)`• Мерил Стрип`«Сомнение»`                сестра Элоиза Бовье` 
82-я (2010)`• Сандра Буллок`«Невидимая сторона»`                Ли Энн Туи` 
82-я (2010)`• Хелен Миррен`«Последнее воскресение»`                Софья Андреевна Толстая` 
82-я (2010)`• Кэри Маллиган`«Воспитание чувств»`                Дженни Меллор` 
82-я (2010)`• Габури Сидибе`«Сокровище»`                Кларисса «Сокровище» Джонс` 
82-я (2010)`• Мерил Стрип`«Джули и Джулия: Готовим счастье по рецепту»`                Джулия Чайлд` 
83-я (2011)`• Натали Портман`«Чёрный лебедь»`                Нина Сейерс` 
83-я (2011)`• Аннетт Бенинг`«Детки в порядке»`                Николь «Ник» Аллгуд` 
83-я (2011)`• Николь Кидман`«Кроличья нора»`                Бекка Корбетт` 
83-я (2011)`• Дженнифер Лоуренс`«Зимняя кость»`                Ри Долли` 
83-я (2011)`• Мишель Уильямс`«Валентинка»`                Синди` 
84-я (2012)`• Мерил Стрип`«Железная леди»`                Маргарет Тэтчер` 
84-я (2012)`• Гленн Клоуз`«Таинственный Альберт Ноббс»`                Альберт Ноббс` 
84-я (2012)`• Виола Дэвис`«Прислуга»`                Эйбилин Кларк` 
84-я (2012)`• Руни Мара`«Девушка с татуировкой дракона»`                Лисбет Саландер` 
84-я (2012)`• Мишель Уильямс`«7 дней и ночей с Мэрилин»`                Мэрилин Монро` 
85-я (2013)`• Дженнифер Лоуренс`«Мой парень — псих»`                Тиффани Максвелл` 
85-я (2013)`• Джессика Честейн`«Цель номер один»`                Майя` 
85-я (2013)`• Эммануэль Рива`«Любовь»`                Анна Лоран` 
85-я (2013)`• Кувенжаней Уоллис`«Звери дикого Юга»`                Хашпаппи` 
85-я (2013)`• Наоми Уоттс`«Невозможное»`                Мария Беннетт` 
86-я (2014)`• Кейт Бланшетт`«Жасмин»`                Жанетт «Жасмин» Фрэнсис` 
86-я (2014)`• Эми Адамс`«Афера по-американски»`                Сидни Проссер` 
86-я (2014)`• Сандра Буллок`«Гравитация»`                Райан Стоун` 
86-я (2014)`• Джуди Денч`«Филомена»`                Филомена Ли` 
86-я (2014)`• Мерил Стрип`«Август: Графство Осейдж»`                Вайолет Уэстон` 
87-я (2015)`• Джулианна Мур`«Всё ещё Элис»`                Элис Хоуланд` 
87-я (2015)`• Марион Котийяр`«Два дня, одна ночь»`                Сандра` 
87-я (2015)`• Фелисити Джонс`«Теория всего»`                Джейн Хокинг` 
87-я (2015)`• Розамунд Пайк`«Исчезнувшая»`                Эми Эллиотт-Данн` 
87-я (2015)`• Риз Уизерспун`«Дикая»`                Шерил Стрэйд` 
88-я (2016)`• Бри Ларсон`«Комната»`                Джой «Ма» Ньюсом` 
88-я (2016)`• Кейт Бланшетт`«Кэрол»`                Кэрол Эйрд` 
88-я (2016)`• Дженнифер Лоуренс`«Джой»`                Джой Мангано` 
88-я (2016)`• Шарлотта Рэмплинг`«45 лет»`                Кейт Мерсер` 
88-я (2016)`• Сирша Ронан`«Бруклин»`                Эллис Лэйси` 
89-я (2017)`• Эмма Стоун`«Ла-Ла Ленд»`                Мия Долан` 
89-я (2017)`• Изабель Юппер`«Она»`                Мишель Леблан` 
89-я (2017)`• Рут Негга`«Лавинг»`                Милдред Лавинг` 
89-я (2017)`• Натали Портман`«Джеки»`                Жаклин Кеннеди` 
89-я (2017)`• Мерил Стрип`«Флоренс Фостер Дженкинс»`                Флоренс Фостер Дженкинс` 
90-я (2018)`• Фрэнсис Макдорманд`«Три билборда на границе Эббинга, Миссури»`                Милдред Хейз` 
90-я (2018)`• Салли Хокинс`«Форма воды»`                Элайза Эспозито` 
90-я (2018)`• Марго Робби`«Тоня против всех»`                Тоня Хардинг` 
90-я (2018)`• Сирша Ронан`«Леди Бёрд»`                Кристин Макферсон` 
90-я (2018)`• Мерил Стрип`«Секретное досье»`                Кэй Грэм` 
91-я (2019)`• Оливия Колман`«Фаворитка»`                королева Анна` 
91-я (2019)`• Ялица Апарисио`«Рома»`                Клео` 
91-я (2019)`• Гленн Клоуз`«Жена»`                Джоан Каслман` 
91-я (2019)`• Леди Гага`«Звезда родилась»`                Элли` 
91-я (2019)`• Мелисса Маккарти`«Сможете ли вы меня простить?»`                Ли Израэль` 
92-я (2020)`• Рене Зеллвегер`«Джуди»`                Джуди Гарленд` 
92-я (2020)`• Синтия Эриво`«Гарриет»`                Гарриет Табмен` 
92-я (2020)`• Скарлетт Йоханссон`«Брачная история»`                Николь Барбер` 
92-я (2020)`• Сирша Ронан`«Маленькие женщины»`                Джозефина «Джо» Марч` 
92-я (2020)`• Шарлиз Терон`«Скандал»`                Мегин Келли` 
93-я (2021)`• Фрэнсис Макдорманд`«Земля кочевников»`                Ферн` 
93-я (2021)`• Андра Дей`«Соединённые Штаты против Билли Холидей»`                Билли Холидей` 
93-я (2021)`• Виола Дэвис`«Ма Рейни: Мать блюза»`                Ма Рейни` 
93-я (2021)`• Ванесса Кирби`«Фрагменты женщины»`                Марта Вайсс` 
93-я (2021)`• Кэри Маллиган`«Девушка, подающая надежды»`                Кассандра «Кэсси» Томас` 
