1976 (48-я),«Нэшвилл»,Paramount Pictures,                Роберт Олтмен, 
1977 (49-я),★ «Рокки»,United Artists,                Ирвин Уинклер; Роберт Чартофф, 
1977 (49-я),«Вся президентская рать»,Warner Bros.,                Уолтер Кобленц, 
1977 (49-я),«На пути к славе»,United Artists,                Роберт Ф. Блюмоф; Харольд Левенталь, 
1977 (49-я),«Телесеть»,Metro-Goldwyn-Mayer; United Artists,                Ховард Готтфрид, 
1977 (49-я),«Таксист»,Columbia Pictures,                Майкл Филлипс; Джулия Филлипс, 
1978 (50-я),★ «Энни Холл»,United Artists,                Чарльз Йоффе, 
1978 (50-я),«До свидания; дорогая»,Metro-Goldwyn-Mayer; Warner Bros.,                Рэй Старк, 
1978 (50-я),«Джулия»,20th Century Fox,                Ричард Рот, 
1978 (50-я),«Звёздные войны. Эпизод IV: Новая надежда»,Lucasfilm; 20th Century Fox,                Гари Кёртц, 
